ID,Host Name,Collection Date,Individual Sandwiches,Group Sandwiches,Group Collections Detail,Total Sandwiches,Submitted At,Created By
2576,"Alpharetta","2024-09-25",1946,0,"",1946,"6/8/2025, 1:05:51 PM","Admin User"
3247,"Groups","2024-09-25",12267,0,"",12267,"8/13/2025, 10:13:23 PM","Katie (Main) Long"
2581,"Flowery Branch","2024-09-25",545,0,"",545,"6/8/2025, 1:05:51 PM","Admin User"
2577,"Dunwoody/PTC","2024-09-25",1836,0,"",1836,"6/8/2025, 1:05:51 PM","Admin User"
2579,"Sandy Springs","2024-09-25",510,0,"",510,"6/8/2025, 1:05:51 PM","Admin User"
3287,"Groups","2024-09-25",5650,0,"",5650,"8/14/2025, 2:10:19 PM","Data Recovery"
2578,"East Cobb/Roswell","2024-09-25",989,0,"",989,"6/8/2025, 1:05:51 PM","Admin User"
2580,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-09-25",791,0,"",791,"6/8/2025, 1:05:51 PM","Admin User"
3105,"Groups","2024-09-25",0,5650,"Group: 5650",5650,"7/2/2025, 10:09:17 PM","Admin User"
2569,"Dunwoody/PTC","2024-09-18",724,0,"",724,"6/8/2025, 1:05:50 PM","Admin User"
2570,"East Cobb/Roswell","2024-09-18",1323,0,"",1323,"6/8/2025, 1:05:50 PM","Admin User"
2573,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-09-18",406,0,"",406,"6/8/2025, 1:05:51 PM","Admin User"
3286,"Groups","2024-09-18",3015,0,"",3015,"8/14/2025, 2:10:19 PM","Data Recovery"
2572,"Sandy Springs","2024-09-18",747,0,"",747,"6/8/2025, 1:05:51 PM","Admin User"
3104,"Groups","2024-09-18",0,3015,"Group: 3015",3015,"7/2/2025, 10:09:17 PM","Admin User"
2568,"Alpharetta","2024-09-18",1640,0,"",1640,"6/8/2025, 1:05:50 PM","Admin User"
2571,"Decatur","2024-09-18",118,0,"",118,"6/8/2025, 1:05:51 PM","Admin User"
2574,"Flowery Branch","2024-09-18",494,0,"",494,"6/8/2025, 1:05:51 PM","Admin User"
2561,"Dunwoody/PTC","2024-09-11",1143,0,"",1143,"6/8/2025, 1:05:50 PM","Admin User"
2565,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-09-11",1059,0,"",1059,"6/8/2025, 1:05:50 PM","Admin User"
3285,"Groups","2024-09-11",3400,0,"",3400,"8/14/2025, 2:10:19 PM","Data Recovery"
2560,"Alpharetta","2024-09-11",875,0,"",875,"6/8/2025, 1:05:50 PM","Admin User"
2566,"Flowery Branch","2024-09-11",223,0,"",223,"6/8/2025, 1:05:50 PM","Admin User"
3103,"Groups","2024-09-11",0,3400,"Group: 3400",3400,"7/2/2025, 10:09:17 PM","Admin User"
2563,"Decatur","2024-09-11",54,0,"",54,"6/8/2025, 1:05:50 PM","Admin User"
2564,"Sandy Springs","2024-09-11",721,0,"",721,"6/8/2025, 1:05:50 PM","Admin User"
2562,"East Cobb/Roswell","2024-09-11",1133,0,"",1133,"6/8/2025, 1:05:50 PM","Admin User"
3102,"Groups","2024-09-04",0,1400,"Group: 1400",1400,"7/2/2025, 10:09:17 PM","Admin User"
2556,"Sandy Springs","2024-09-04",434,0,"",434,"6/8/2025, 1:05:49 PM","Admin User"
2553,"Dunwoody/PTC","2024-09-04",1184,0,"",1184,"6/8/2025, 1:05:49 PM","Admin User"
2554,"East Cobb/Roswell","2024-09-04",1148,0,"",1148,"6/8/2025, 1:05:49 PM","Admin User"
3284,"Groups","2024-09-04",1400,0,"",1400,"8/14/2025, 2:10:19 PM","Data Recovery"
2552,"Alpharetta","2024-09-04",1210,0,"",1210,"6/8/2025, 1:05:49 PM","Admin User"
2557,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-09-04",567,0,"",567,"6/8/2025, 1:05:49 PM","Admin User"
2555,"Decatur","2024-09-04",54,0,"",54,"6/8/2025, 1:05:49 PM","Admin User"
2558,"Flowery Branch","2024-09-04",214,0,"",214,"6/8/2025, 1:05:49 PM","Admin User"
2544,"Alpharetta","2024-08-28",1766,0,"",1766,"6/8/2025, 1:05:48 PM","Admin User"
3292,"Groups","2024-08-28",200,0,"",200,"8/14/2025, 2:10:35 PM","Data Recovery"
2549,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-08-28",846,0,"",846,"6/8/2025, 1:05:49 PM","Admin User"
2548,"Sandy Springs","2024-08-28",545,0,"",545,"6/8/2025, 1:05:49 PM","Admin User"
2550,"Flowery Branch","2024-08-28",250,0,"",250,"6/8/2025, 1:05:49 PM","Admin User"
2547,"Decatur","2024-08-28",54,0,"",54,"6/8/2025, 1:05:49 PM","Admin User"
3101,"Groups","2024-08-28",0,200,"Group: 200",200,"7/2/2025, 10:09:17 PM","Admin User"
2546,"East Cobb/Roswell","2024-08-28",1290,0,"",1290,"6/8/2025, 1:05:49 PM","Admin User"
2545,"Dunwoody/PTC","2024-08-28",1322,0,"",1322,"6/8/2025, 1:05:48 PM","Admin User"
2539,"East Cobb/Roswell","2024-08-21",1327,0,"",1327,"6/8/2025, 1:05:48 PM","Admin User"
2537,"Alpharetta","2024-08-21",1018,0,"",1018,"6/8/2025, 1:05:48 PM","Admin User"
2541,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-08-21",722,0,"",722,"6/8/2025, 1:05:48 PM","Admin User"
2538,"Dunwoody/PTC","2024-08-21",1698,0,"",1698,"6/8/2025, 1:05:48 PM","Admin User"
2542,"Flowery Branch","2024-08-21",175,0,"",175,"6/8/2025, 1:05:48 PM","Admin User"
3100,"Groups","2024-08-21",0,2326,"Group: 2326",2326,"7/2/2025, 10:09:17 PM","Admin User"
2540,"Sandy Springs","2024-08-21",445,0,"",445,"6/8/2025, 1:05:48 PM","Admin User"
2532,"Decatur","2024-08-14",54,0,"",54,"6/8/2025, 1:05:47 PM","Admin User"
3099,"Groups","2024-08-14",0,450,"Group: 450",450,"7/2/2025, 10:09:17 PM","Admin User"
2529,"Alpharetta","2024-08-14",1074,0,"",1074,"6/8/2025, 1:05:47 PM","Admin User"
2534,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-08-14",547,0,"",547,"6/8/2025, 1:05:48 PM","Admin User"
2531,"East Cobb/Roswell","2024-08-14",1347,0,"",1347,"6/8/2025, 1:05:47 PM","Admin User"
2533,"Sandy Springs","2024-08-14",356,0,"",356,"6/8/2025, 1:05:48 PM","Admin User"
2530,"Dunwoody/PTC","2024-08-14",2154,0,"",2154,"6/8/2025, 1:05:47 PM","Admin User"
2535,"Flowery Branch","2024-08-14",150,0,"",150,"6/8/2025, 1:05:48 PM","Admin User"
2526,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-08-07",428,0,"",428,"6/8/2025, 1:05:47 PM","Admin User"
2522,"Dunwoody/PTC","2024-08-07",1012,0,"",1012,"6/8/2025, 1:05:47 PM","Admin User"
2521,"Alpharetta","2024-08-07",1704,0,"",1704,"6/8/2025, 1:05:46 PM","Admin User"
2524,"Decatur","2024-08-07",54,0,"",54,"6/8/2025, 1:05:47 PM","Admin User"
2523,"East Cobb/Roswell","2024-08-07",1455,0,"",1455,"6/8/2025, 1:05:47 PM","Admin User"
2525,"Sandy Springs","2024-08-07",1074,0,"",1074,"6/8/2025, 1:05:47 PM","Admin User"
2527,"Flowery Branch","2024-08-07",226,0,"",226,"6/8/2025, 1:05:47 PM","Admin User"
3098,"Groups","2024-08-07",0,5000,"Group: 5000",5000,"7/2/2025, 10:09:17 PM","Admin User"
2516,"Decatur","2024-07-31",162,0,"",162,"6/8/2025, 1:05:46 PM","Admin User"
2515,"East Cobb/Roswell","2024-07-31",1499,0,"",1499,"6/8/2025, 1:05:46 PM","Admin User"
2514,"Dunwoody/PTC","2024-07-31",1460,0,"",1460,"6/8/2025, 1:05:46 PM","Admin User"
2519,"Flowery Branch","2024-07-31",132,0,"",132,"6/8/2025, 1:05:46 PM","Admin User"
3097,"Groups","2024-07-31",0,2013,"Group: 2013",2013,"7/2/2025, 10:09:17 PM","Admin User"
2513,"Alpharetta","2024-07-31",2154,0,"",2154,"6/8/2025, 1:05:46 PM","Admin User"
2518,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-07-31",1607,0,"",1607,"6/8/2025, 1:05:46 PM","Admin User"
2517,"Sandy Springs","2024-07-31",890,0,"",890,"6/8/2025, 1:05:46 PM","Admin User"
2509,"Sandy Springs","2024-07-24",889,0,"",889,"6/8/2025, 1:05:46 PM","Admin User"
2507,"East Cobb/Roswell","2024-07-24",1962,0,"",1962,"6/8/2025, 1:05:45 PM","Admin User"
2505,"Alpharetta","2024-07-24",871,0,"",871,"6/8/2025, 1:05:45 PM","Admin User"
2510,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-07-24",932,0,"",932,"6/8/2025, 1:05:46 PM","Admin User"
3096,"Groups","2024-07-24",0,2700,"Group: 2700",2700,"7/2/2025, 10:09:17 PM","Admin User"
2511,"Flowery Branch","2024-07-24",191,0,"",191,"6/8/2025, 1:05:46 PM","Admin User"
2508,"Decatur","2024-07-24",54,0,"",54,"6/8/2025, 1:05:46 PM","Admin User"
2506,"Dunwoody/PTC","2024-07-24",1989,0,"",1989,"6/8/2025, 1:05:45 PM","Admin User"
2502,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-07-17",1425,0,"",1425,"6/8/2025, 1:05:45 PM","Admin User"
3095,"Groups","2024-07-17",0,2476,"Group: 2476",2476,"7/2/2025, 10:09:17 PM","Admin User"
2499,"East Cobb/Roswell","2024-07-17",1820,0,"",1820,"6/8/2025, 1:05:45 PM","Admin User"
2497,"Alpharetta","2024-07-17",3333,0,"",3333,"6/8/2025, 1:05:45 PM","Admin User"
2501,"Sandy Springs","2024-07-17",632,0,"",632,"6/8/2025, 1:05:45 PM","Admin User"
2503,"Flowery Branch","2024-07-17",226,0,"",226,"6/8/2025, 1:05:45 PM","Admin User"
2500,"Decatur","2024-07-17",101,0,"",101,"6/8/2025, 1:05:45 PM","Admin User"
2498,"Dunwoody/PTC","2024-07-17",1513,0,"",1513,"6/8/2025, 1:05:45 PM","Admin User"
2492,"East Cobb/Roswell","2024-07-10",2170,0,"",2170,"6/8/2025, 1:05:44 PM","Admin User"
2491,"Dunwoody/PTC","2024-07-10",1681,0,"",1681,"6/8/2025, 1:05:44 PM","Admin User"
2495,"Flowery Branch","2024-07-10",426,0,"",426,"6/8/2025, 1:05:45 PM","Admin User"
2494,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-07-10",784,0,"",784,"6/8/2025, 1:05:44 PM","Admin User"
2493,"Sandy Springs","2024-07-10",583,0,"",583,"6/8/2025, 1:05:44 PM","Admin User"
3094,"Groups","2024-07-10",0,3032,"Group: 3032",3032,"7/2/2025, 10:09:17 PM","Admin User"
2490,"Alpharetta","2024-07-10",1134,0,"",1134,"6/8/2025, 1:05:44 PM","Admin User"
3093,"Groups","2024-06-26",0,2972,"Group: 2972",2972,"7/2/2025, 10:09:17 PM","Admin User"
2487,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-06-26",766,0,"",766,"6/8/2025, 1:05:44 PM","Admin User"
2484,"Dunwoody/PTC","2024-06-26",1272,0,"",1272,"6/8/2025, 1:05:44 PM","Admin User"
2488,"Flowery Branch","2024-06-26",275,0,"",275,"6/8/2025, 1:05:44 PM","Admin User"
2486,"Sandy Springs","2024-06-26",789,0,"",789,"6/8/2025, 1:05:44 PM","Admin User"
2483,"Alpharetta","2024-06-26",1198,0,"",1198,"6/8/2025, 1:05:43 PM","Admin User"
2485,"East Cobb/Roswell","2024-06-26",1715,0,"",1715,"6/8/2025, 1:05:44 PM","Admin User"
2478,"Decatur","2024-06-19",74,0,"",74,"6/8/2025, 1:05:43 PM","Admin User"
2480,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-06-19",586,0,"",586,"6/8/2025, 1:05:43 PM","Admin User"
2476,"Dunwoody/PTC","2024-06-19",1980,0,"",1980,"6/8/2025, 1:05:43 PM","Admin User"
2475,"Alpharetta","2024-06-19",1218,0,"",1218,"6/8/2025, 1:05:43 PM","Admin User"
2479,"Sandy Springs","2024-06-19",1088,0,"",1088,"6/8/2025, 1:05:43 PM","Admin User"
2477,"East Cobb/Roswell","2024-06-19",1695,0,"",1695,"6/8/2025, 1:05:43 PM","Admin User"
3092,"Groups","2024-06-19",0,1432,"Group: 1432",1432,"7/2/2025, 10:09:17 PM","Admin User"
2481,"Flowery Branch","2024-06-19",454,0,"",454,"6/8/2025, 1:05:43 PM","Admin User"
2468,"Dunwoody/PTC","2024-06-12",2400,0,"",2400,"6/8/2025, 1:05:42 PM","Admin User"
2472,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-06-12",751,0,"",751,"6/8/2025, 1:05:43 PM","Admin User"
3091,"Groups","2024-06-12",0,2084,"Group: 2084",2084,"7/2/2025, 10:09:17 PM","Admin User"
2469,"East Cobb/Roswell","2024-06-12",2323,0,"",2323,"6/8/2025, 1:05:42 PM","Admin User"
2473,"Flowery Branch","2024-06-12",125,0,"",125,"6/8/2025, 1:05:43 PM","Admin User"
2470,"Decatur","2024-06-12",72,0,"",72,"6/8/2025, 1:05:42 PM","Admin User"
2471,"Sandy Springs","2024-06-12",690,0,"",690,"6/8/2025, 1:05:43 PM","Admin User"
2467,"Alpharetta","2024-06-12",2135,0,"",2135,"6/8/2025, 1:05:42 PM","Admin User"
2461,"East Cobb/Roswell","2024-06-05",1436,0,"",1436,"6/8/2025, 1:05:42 PM","Admin User"
2460,"Dunwoody/PTC","2024-06-05",1552,0,"",1552,"6/8/2025, 1:05:42 PM","Admin User"
2462,"Decatur","2024-06-05",159,0,"",159,"6/8/2025, 1:05:42 PM","Admin User"
2465,"Flowery Branch","2024-06-05",735,0,"",735,"6/8/2025, 1:05:42 PM","Admin User"
2464,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-06-05",707,0,"",707,"6/8/2025, 1:05:42 PM","Admin User"
2463,"Sandy Springs","2024-06-05",721,0,"",721,"6/8/2025, 1:05:42 PM","Admin User"
3090,"Groups","2024-06-05",0,100,"Group: 100",100,"7/2/2025, 10:09:17 PM","Admin User"
2459,"Alpharetta","2024-06-05",1569,0,"",1569,"6/8/2025, 1:05:42 PM","Admin User"
2457,"Flowery Branch","2024-05-28",250,0,"",250,"6/8/2025, 1:05:41 PM","Admin User"
2454,"East Cobb/Roswell","2024-05-28",852,0,"",852,"6/8/2025, 1:05:41 PM","Admin User"
2455,"Sandy Springs","2024-05-28",828,0,"",828,"6/8/2025, 1:05:41 PM","Admin User"
3089,"Groups","2024-05-28",0,806,"Group: 806",806,"7/2/2025, 10:08:44 PM","Admin User"
2456,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-05-28",511,0,"",511,"6/8/2025, 1:05:41 PM","Admin User"
2452,"Alpharetta","2024-05-28",584,0,"",584,"6/8/2025, 1:05:41 PM","Admin User"
2453,"Dunwoody/PTC","2024-05-28",1740,0,"",1740,"6/8/2025, 1:05:41 PM","Admin User"
2445,"Alpharetta","2024-05-22",848,0,"",848,"6/8/2025, 1:05:40 PM","Admin User"
2447,"East Cobb/Roswell","2024-05-22",582,0,"",582,"6/8/2025, 1:05:41 PM","Admin User"
2450,"Flowery Branch","2024-05-22",278,0,"",278,"6/8/2025, 1:05:41 PM","Admin User"
2449,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-05-22",533,0,"",533,"6/8/2025, 1:05:41 PM","Admin User"
2448,"Sandy Springs","2024-05-22",644,0,"",644,"6/8/2025, 1:05:41 PM","Admin User"
2446,"Dunwoody/PTC","2024-05-22",2341,0,"",2341,"6/8/2025, 1:05:41 PM","Admin User"
3088,"Groups","2024-05-22",0,402,"Group: 402",402,"7/2/2025, 10:08:44 PM","Admin User"
2441,"Sandy Springs","2024-05-15",581,0,"",581,"6/8/2025, 1:05:40 PM","Admin User"
2443,"Flowery Branch","2024-05-15",484,0,"",484,"6/8/2025, 1:05:40 PM","Admin User"
2440,"Decatur","2024-05-15",92,0,"",92,"6/8/2025, 1:05:40 PM","Admin User"
2437,"Alpharetta","2024-05-15",1355,0,"",1355,"6/8/2025, 1:05:40 PM","Admin User"
3087,"Groups","2024-05-15",0,2333,"Group: 2333",2333,"7/2/2025, 10:08:44 PM","Admin User"
2438,"Dunwoody/PTC","2024-05-15",2477,0,"",2477,"6/8/2025, 1:05:40 PM","Admin User"
2439,"East Cobb/Roswell","2024-05-15",1259,0,"",1259,"6/8/2025, 1:05:40 PM","Admin User"
2442,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-05-15",673,0,"",673,"6/8/2025, 1:05:40 PM","Admin User"
2433,"Sandy Springs","2024-05-08",1168,0,"",1168,"6/8/2025, 1:05:40 PM","Admin User"
2429,"Alpharetta","2024-05-08",1405,0,"",1405,"6/8/2025, 1:05:39 PM","Admin User"
2435,"Flowery Branch","2024-05-08",244,0,"",244,"6/8/2025, 1:05:40 PM","Admin User"
2431,"East Cobb/Roswell","2024-05-08",916,0,"",916,"6/8/2025, 1:05:39 PM","Admin User"
2434,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-05-08",507,0,"",507,"6/8/2025, 1:05:40 PM","Admin User"
2430,"Dunwoody/PTC","2024-05-08",1944,0,"",1944,"6/8/2025, 1:05:39 PM","Admin User"
2432,"Decatur","2024-05-08",72,0,"",72,"6/8/2025, 1:05:39 PM","Admin User"
3086,"Groups","2024-05-08",0,1559,"Group: 1559",1559,"7/2/2025, 10:08:44 PM","Admin User"
2422,"Dunwoody/PTC","2024-05-01",2174,0,"",2174,"6/8/2025, 1:05:39 PM","Admin User"
2421,"Alpharetta","2024-05-01",1057,0,"",1057,"6/8/2025, 1:05:39 PM","Admin User"
2423,"East Cobb/Roswell","2024-05-01",1777,0,"",1777,"6/8/2025, 1:05:39 PM","Admin User"
3085,"Groups","2024-05-01",0,2382,"Group: 2382",2382,"7/2/2025, 10:08:44 PM","Admin User"
2424,"Decatur","2024-05-01",112,0,"",112,"6/8/2025, 1:05:39 PM","Admin User"
2425,"Sandy Springs","2024-05-01",1282,0,"",1282,"6/8/2025, 1:05:39 PM","Admin User"
2426,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-05-01",968,0,"",968,"6/8/2025, 1:05:39 PM","Admin User"
2427,"Flowery Branch","2024-05-01",274,0,"",274,"6/8/2025, 1:05:39 PM","Admin User"
3128,"Collective Learning","2024-04-23",50,0,"",50,"7/2/2025, 10:12:07 PM","Admin User"
3123,"Dunwoody/PTC","2024-04-23",2223,0,"",2223,"7/2/2025, 10:12:07 PM","Admin User"
3124,"East Cobb/Roswell","2024-04-23",1122,0,"",1122,"7/2/2025, 10:12:07 PM","Admin User"
3126,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-04-23",1344,0,"",1344,"7/2/2025, 10:12:07 PM","Admin User"
3127,"Flowery Branch","2024-04-23",350,0,"",350,"7/2/2025, 10:12:07 PM","Admin User"
3125,"Sandy Springs","2024-04-23",527,0,"",527,"7/2/2025, 10:12:07 PM","Admin User"
3122,"Alpharetta","2024-04-23",2244,0,"",2244,"7/2/2025, 10:12:07 PM","Admin User"
3084,"Groups","2024-04-23",0,3040,"Group: 3040",3040,"7/2/2025, 10:08:44 PM","Admin User"
3083,"Groups","2024-04-17",0,2052,"Group: 2052",2052,"7/2/2025, 10:08:44 PM","Admin User"
2418,"Sandy Springs","2024-04-17",609,0,"",609,"6/8/2025, 1:05:38 PM","Admin User"
2419,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-04-17",2668,0,"",2668,"6/8/2025, 1:05:38 PM","Admin User"
2416,"Dunwoody/PTC","2024-04-17",2750,0,"",2750,"6/8/2025, 1:05:38 PM","Admin User"
2415,"Alpharetta","2024-04-17",1229,0,"",1229,"6/8/2025, 1:05:38 PM","Admin User"
2417,"East Cobb/Roswell","2024-04-17",968,0,"",968,"6/8/2025, 1:05:38 PM","Admin User"
2413,"Flowery Branch","2024-04-10",250,0,"",250,"6/8/2025, 1:05:38 PM","Admin User"
2408,"Alpharetta","2024-04-10",954,0,"",954,"6/8/2025, 1:05:38 PM","Admin User"
2412,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-04-10",2640,0,"",2640,"6/8/2025, 1:05:38 PM","Admin User"
2409,"Dunwoody/PTC","2024-04-10",1588,0,"",1588,"6/8/2025, 1:05:38 PM","Admin User"
2410,"Decatur","2024-04-10",102,0,"",102,"6/8/2025, 1:05:38 PM","Admin User"
2411,"Sandy Springs","2024-04-10",1038,0,"",1038,"6/8/2025, 1:05:38 PM","Admin User"
3082,"Groups","2024-04-10",0,4287,"Group: 4287",4287,"7/2/2025, 10:08:44 PM","Admin User"
2406,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-04-03",482,0,"",482,"6/8/2025, 1:05:37 PM","Admin User"
2405,"Sandy Springs","2024-04-03",179,0,"",179,"6/8/2025, 1:05:37 PM","Admin User"
2403,"Dunwoody/PTC","2024-04-03",2160,0,"",2160,"6/8/2025, 1:05:37 PM","Admin User"
2404,"East Cobb/Roswell","2024-04-03",1629,0,"",1629,"6/8/2025, 1:05:37 PM","Admin User"
2402,"Alpharetta","2024-04-03",757,0,"",757,"6/8/2025, 1:05:37 PM","Admin User"
3081,"Groups","2024-04-03",0,200,"Group: 200",200,"7/2/2025, 10:08:44 PM","Admin User"
3080,"Groups","2024-03-20",0,4771,"Group: 4771",4771,"7/2/2025, 10:08:44 PM","Admin User"
2398,"Sandy Springs","2024-03-20",736,0,"",736,"6/8/2025, 1:05:37 PM","Admin User"
2400,"Flowery Branch","2024-03-20",473,0,"",473,"6/8/2025, 1:05:37 PM","Admin User"
2399,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-03-20",941,0,"",941,"6/8/2025, 1:05:37 PM","Admin User"
2397,"Decatur","2024-03-20",82,0,"",82,"6/8/2025, 1:05:37 PM","Admin User"
3300,"Groups","2024-03-20",4771,0,"",4771,"8/14/2025, 2:10:35 PM","Data Recovery"
2395,"Dunwoody/PTC","2024-03-20",1672,0,"",1672,"6/8/2025, 1:05:36 PM","Admin User"
2394,"Alpharetta","2024-03-20",795,0,"",795,"6/8/2025, 1:05:36 PM","Admin User"
2396,"East Cobb/Roswell","2024-03-20",1845,0,"",1845,"6/8/2025, 1:05:37 PM","Admin User"
2387,"Dunwoody/PTC","2024-03-13",1878,0,"",1878,"6/8/2025, 1:05:36 PM","Admin User"
3079,"Groups","2024-03-13",0,1734,"Group: 1734",1734,"7/2/2025, 10:08:44 PM","Admin User"
3299,"Groups","2024-03-13",1734,0,"",1734,"8/14/2025, 2:10:35 PM","Data Recovery"
2390,"Sandy Springs","2024-03-13",788,0,"",788,"6/8/2025, 1:05:36 PM","Admin User"
2389,"Decatur","2024-03-13",106,0,"",106,"6/8/2025, 1:05:36 PM","Admin User"
2392,"Snellville","2024-03-13",114,0,"",114,"6/8/2025, 1:05:36 PM","Admin User"
2386,"Alpharetta","2024-03-13",1254,0,"",1254,"6/8/2025, 1:05:36 PM","Admin User"
2391,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-03-13",277,0,"",277,"6/8/2025, 1:05:36 PM","Admin User"
2388,"East Cobb/Roswell","2024-03-13",1849,0,"",1849,"6/8/2025, 1:05:36 PM","Admin User"
2378,"Dunwoody/PTC","2024-03-06",1351,0,"",1351,"6/8/2025, 1:05:35 PM","Admin User"
2379,"East Cobb/Roswell","2024-03-06",1160,0,"",1160,"6/8/2025, 1:05:35 PM","Admin User"
2377,"Alpharetta","2024-03-06",1324,0,"",1324,"6/8/2025, 1:05:35 PM","Admin User"
2381,"Sandy Springs","2024-03-06",367,0,"",367,"6/8/2025, 1:05:35 PM","Admin User"
3078,"Groups","2024-03-06",0,4544,"Group: 4544",4544,"7/2/2025, 10:08:44 PM","Admin User"
3298,"Groups","2024-03-06",4544,0,"",4544,"8/14/2025, 2:10:35 PM","Data Recovery"
2384,"Flowery Branch","2024-03-06",264,0,"",264,"6/8/2025, 1:05:36 PM","Admin User"
2382,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-03-06",745,0,"",745,"6/8/2025, 1:05:35 PM","Admin User"
2383,"Snellville","2024-03-06",74,0,"",74,"6/8/2025, 1:05:36 PM","Admin User"
2380,"Decatur","2024-03-06",102,0,"",102,"6/8/2025, 1:05:35 PM","Admin User"
2371,"Decatur","2024-02-28",81,0,"",81,"6/8/2025, 1:05:35 PM","Admin User"
2372,"Sandy Springs","2024-02-28",451,0,"",451,"6/8/2025, 1:05:35 PM","Admin User"
3077,"Groups","2024-02-28",0,1000,"Group: 1000",1000,"7/2/2025, 10:08:44 PM","Admin User"
2369,"Dunwoody/PTC","2024-02-28",1708,0,"",1708,"6/8/2025, 1:05:34 PM","Admin User"
2375,"Flowery Branch","2024-02-28",353,0,"",353,"6/8/2025, 1:05:35 PM","Admin User"
2368,"Alpharetta","2024-02-28",938,0,"",938,"6/8/2025, 1:05:34 PM","Admin User"
2370,"East Cobb/Roswell","2024-02-28",946,0,"",946,"6/8/2025, 1:05:35 PM","Admin User"
3297,"Groups","2024-02-28",1000,0,"",1000,"8/14/2025, 2:10:35 PM","Data Recovery"
2373,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-02-28",749,0,"",749,"6/8/2025, 1:05:35 PM","Admin User"
2374,"Snellville","2024-02-28",74,0,"",74,"6/8/2025, 1:05:35 PM","Admin User"
2366,"Snellville","2024-02-21",396,0,"",396,"6/8/2025, 1:05:34 PM","Admin User"
2365,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-02-21",1351,0,"",1351,"6/8/2025, 1:05:34 PM","Admin User"
2362,"East Cobb/Roswell","2024-02-21",1789,0,"",1789,"6/8/2025, 1:05:34 PM","Admin User"
3076,"Groups","2024-02-21",0,7050,"Group: 7050",7050,"7/2/2025, 10:08:44 PM","Admin User"
2364,"Sandy Springs","2024-02-21",822,0,"",822,"6/8/2025, 1:05:34 PM","Admin User"
3296,"Groups","2024-02-21",7050,0,"",7050,"8/14/2025, 2:10:35 PM","Data Recovery"
2360,"Alpharetta","2024-02-21",2225,0,"",2225,"6/8/2025, 1:05:34 PM","Admin User"
2361,"Dunwoody/PTC","2024-02-21",2628,0,"",2628,"6/8/2025, 1:05:34 PM","Admin User"
2363,"Decatur","2024-02-21",92,0,"",92,"6/8/2025, 1:05:34 PM","Admin User"
2356,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-02-14",930,0,"",930,"6/8/2025, 1:05:33 PM","Admin User"
2353,"Dunwoody/PTC","2024-02-14",1594,0,"",1594,"6/8/2025, 1:05:33 PM","Admin User"
2352,"Alpharetta","2024-02-14",3087,0,"",3087,"6/8/2025, 1:05:33 PM","Admin User"
2357,"Snellville","2024-02-14",108,0,"",108,"6/8/2025, 1:05:33 PM","Admin User"
2358,"Flowery Branch","2024-02-14",287,0,"",287,"6/8/2025, 1:05:33 PM","Admin User"
3075,"Groups","2024-02-14",0,3141,"Group: 3141",3141,"7/2/2025, 10:08:44 PM","Admin User"
